t / s;&j / arb.u;&w / 1/s;t / s;M / arb.u
263,43;0,14;0,2;263,43;-3,071
263,48;0,15;0,2;263,48;-3,071
263,53;0,15;0,1;263,53;-3,071
263,58;0,16;0;263,58;-3,071
263,63;0,16;0;263,63;-3,071
263,68;0,15;-0,2;263,68;-3,071
263,73;0,14;-0,2;263,73;-3,071
263,78;0,13;-0,2;263,78;-3,071
263,83;0,12;-0,3;263,83;-3,071
263,88;0,1;-0,4;263,88;-3,071
263,93;0,08;-0,3;263,93;-3,071
263,98;0,06;-0,4;263,98;-3,071
264,03;0,05;-0,4;264,03;-3,071
264,08;0,03;-0,4;264,08;-3,071
264,13;0,01;-0,4;264,13;-3,071
264,18;-0,01;-0,4;264,18;-3,071
264,23;-0,03;-0,3;264,23;-3,071
264,28;-0,05;-0,3;264,28;-3,071
264,33;-0,06;-0,3;264,33;-3,071
264,38;-0,07;-0,2;264,38;-3,071
264,43;-0,08;-0,1;264,43;-3,071
264,48;-0,09;-0,1;264,48;-3,071
264,53;-0,09;-0,1;264,53;-3,071
264,58;-0,09;-0,1;264,58;-3,071
264,63;-0,1;0;264,63;-3,071
264,68;-0,09;0,1;264,68;-3,071
264,73;-0,09;0,2;264,73;-3,071
264,78;-0,08;0,2;264,78;-3,071
264,83;-0,07;0,2;264,83;-3,071
264,88;-0,05;0,3;264,88;-3,071
264,93;-0,04;0,2;264,93;-3,071
264,98;-0,03;0,3;264,98;-3,071
265,03;-0,02;0,3;265,03;-3,071
265,08;0;0,3;265,08;-3,071
265,13;0,01;0,3;265,13;-3,071
265,18;0,03;0,3;265,18;-3,071
265,23;0,04;0,2;265,23;-3,071
265,28;0,05;0,2;265,28;-3,071
265,33;0,07;0,2;265,33;-3,071
265,38;0,07;0,1;265,38;-3,071
265,43;0,08;0,1;265,43;-3,071
265,48;0,08;0,1;265,48;-3,071
265,53;0,09;0,1;265,53;-3,071
265,58;0,09;0;265,58;-3,071
265,63;0,09;0;265,63;-3,071
265,68;0,09;0;265,68;-3,071
265,73;0,09;-0,1;265,73;-3,071
265,78;0,08;-0,1;265,78;-3,071
265,83;0,07;-0,2;265,83;-3,071
265,88;0,06;-0,2;265,88;-3,071
265,93;0,05;-0,2;265,93;-3,071
265,98;0,04;-0,2;265,98;-3,071
266,03;0,03;-0,2;266,03;-3,071
266,08;0,03;-0,2;266,08;-3,071
266,13;0,01;-0,2;266,13;-3,071
266,18;0;-0,2;266,18;-3,071
266,23;-0,01;-0,2;266,23;-3,071
266,28;-0,02;-0,2;266,28;-3,071
266,33;-0,03;-0,1;266,33;-3,071
266,38;-0,03;-0,1;266,38;-3,071
266,43;-0,04;-0,1;266,43;-3,071
266,48;-0,04;-0,1;266,48;-3,071
266,53;-0,04;0;266,53;-3,071
266,58;-0,05;0;266,58;-3,071
266,63;-0,04;0;266,63;-3,071
266,68;-0,04;0;266,68;-3,071
266,73;-0,04;0,1;266,73;-3,071
266,78;-0,04;0,1;266,78;-3,071
266,83;-0,03;0,1;266,83;-3,071
266,88;-0,02;0,1;266,88;-3,071
266,93;-0,02;0,1;266,93;-3,071
266,98;-0,01;0,2;266,98;-3,071
267,03;-0,01;0,2;267,03;-3,071
267,08;0;0,2;267,08;-3,071
267,13;0,01;0,2;267,13;-3,071
267,18;0,02;0,2;267,18;-3,071
267,23;0,03;0,1;267,23;-3,071
267,28;0,03;0,1;267,28;-3,071
267,33;0,04;0,1;267,33;-3,071
267,38;0,04;0,1;267,38;-3,071
267,43;0,05;0,1;267,43;-3,071
267,48;0,05;0;267,48;-3,071
267,53;0,05;0;267,53;-3,071
267,58;0,05;0;267,58;-3,071
267,63;0,05;0;267,63;-3,071
267,68;0,05;0;267,68;-3,071
267,73;0,05;0;267,73;-3,071
267,78;0,05;-0,1;267,78;-3,071
267,83;0,04;-0,1;267,83;-3,071
267,88;0,04;-0,1;267,88;-3,071
267,93;0,03;-0,1;267,93;-3,071
267,98;0,03;-0,1;267,98;-3,071
268,03;0,03;-0,1;268,03;-3,071
268,08;0,02;-0,1;268,08;-3,071
268,13;0,01;-0,1;268,13;-3,071
268,18;0,01;-0,1;268,18;-3,071
268,23;0;-0,1;268,23;-3,071
268,28;0;-0,1;268,28;-3,071
268,33;-0,01;-0,1;268,33;-3,071
268,38;-0,01;-0,1;268,38;-3,071
268,43;-0,01;-0,1;268,43;-3,071
268,48;-0,01;0;268,48;-3,071
268,53;-0,01;0;268,53;-3,071
268,58;-0,01;0;268,58;-3,071
268,63;-0,01;0;268,63;-3,071
268,68;-0,01;0;268,68;-3,071
268,73;-0,01;0;268,73;-3,071
268,78;-0,02;0;268,78;-3,071
268,83;-0,01;0,1;268,83;-3,071
268,88;-0,01;0,1;268,88;-3,071
268,93;0;0,1;268,93;-3,071
268,98;0;0,1;268,98;-3,071
269,03;0;0,1;269,03;-3,071
269,08;0,01;0,1;269,08;-3,071
269,13;0,01;0,1;269,13;-3,071
269,18;0,01;0;269,18;-3,071
269,23;0,02;0,1;269,23;-3,071
269,28;0,02;0,1;269,28;-3,071
269,33;0,02;0,1;269,33;-3,071
269,38;0,03;0;269,38;-3,071
269,43;0,03;0;269,43;-3,071
269,48;0,03;0;269,48;-3,071
269,53;0,03;0;269,53;-3,071
269,58;0,03;0;269,58;-3,071
269,63;0,03;0;269,63;-3,071
269,68;0,03;0;269,68;-3,071
269,73;0,03;0;269,73;-3,071
269,78;0,03;0;269,78;-3,071
269,83;0,03;0;269,83;-3,071
269,88;0,03;-0,1;269,88;-3,071
269,93;0,02;0;269,93;-3,071
269,98;0,02;0;269,98;-3,071
270,03;0,02;0;270,03;-3,071
270,08;0,02;-0,1;270,08;-3,071
270,13;0,02;-0,1;270,13;-3,071
270,18;0,01;-0,1;270,18;-3,071
270,23;0,01;-0,1;270,23;-3,071
270,28;0,01;0;270,28;-3,071
270,33;0,01;0;270,33;-3,071
270,38;0;0;270,38;-3,071
270,43;0;0;270,43;-3,071
270,48;0;0;270,48;-3,071
270,53;0;0;270,53;-3,071
270,58;0;0;270,58;-3,071
270,63;0;0;270,63;-3,071
270,68;0;0;270,68;-3,071
270,73;0;0;270,73;-3,071
270,78;0;0;270,78;-3,071
270,83;0;0;270,83;-3,071
270,88;0;0;270,88;-3,071
270,93;0;0;270,93;-3,071
270,98;0,01;0;270,98;-3,071
271,03;0,01;0;271,03;-3,071
271,08;0,01;0;271,08;-3,071
271,13;0,01;0;271,13;-3,071
271,18;0,01;0;271,18;-3,071
271,23;0,01;0;271,23;-3,071
271,28;0,01;0;271,28;-3,071
271,33;0,02;0;271,33;-3,071
271,38;0,02;0;271,38;-3,071
271,43;0,02;0;271,43;-3,071
271,48;0,02;0;271,48;-3,071
271,53;0,02;0;271,53;-3,071
271,58;0,02;0;271,58;-3,071
271,63;0,02;0;271,63;-3,071
271,68;0,02;-0,1;271,68;-3,071
271,73;0,02;0;271,73;-3,071
271,78;0,02;0;271,78;-3,071
271,83;0,02;0;271,83;-3,071
271,88;0,02;0;271,88;-3,071
271,93;0,02;0;271,93;-3,071
271,98;0,02;0;271,98;-3,071
272,03;0,02;0;272,03;-3,071
272,08;0,02;0;272,08;-3,071
272,13;0,02;0;272,13;-3,071
272,18;0,01;0;272,18;-3,071
272,23;0,01;0;272,23;-3,071
272,28;0,01;0;272,28;-3,071
272,33;0,01;0;272,33;-3,071
272,38;0,01;0;272,38;-3,071
272,43;0,02;0;272,43;-3,071
272,48;0,01;-0,1;272,48;-3,071
272,53;0,01;0;272,53;-3,071
272,58;0,01;0;272,58;-3,071
272,63;0,01;0;272,63;-3,071
272,68;0,01;0;272,68;-3,071
272,73;0,01;0;272,73;-3,071
272,78;0,01;0;272,78;-3,071
272,83;0,01;0;272,83;-3,071
272,88;0,01;0;272,88;-3,071
272,93;0,01;0;272,93;-3,071
272,98;0,01;0;272,98;-3,071
273,03;0,01;-0,1;273,03;-3,071
273,08;0,01;0;273,08;-3,071
273,13;0,01;0;273,13;-3,071
273,18;0,01;0;273,18;-3,071
273,23;0,01;0;273,23;-3,071
273,28;0,01;0;273,28;-3,071
273,33;0,01;0;273,33;-3,071
273,38;0,01;0;273,38;-3,071
273,43;0,01;0;273,43;-3,071
273,48;0,01;0;273,48;-3,071
273,53;0,01;0;273,53;-3,071
273,58;0,01;0;273,58;-3,071
273,63;0,01;0;273,63;-3,071
273,68;0,01;0;273,68;-3,071
273,73;0,01;0;273,73;-3,071
273,78;0,01;0;273,78;-3,071
273,83;0,01;0;273,83;-3,071
273,88;0,01;0;273,88;-3,071
273,93;0,01;0;273,93;-3,071
273,98;0,01;0;273,98;-3,071
274,03;0,01;0;274,03;-3,071
274,08;0,01;0;274,08;-3,071
274,13;0,01;0;274,13;-3,071
274,18;0,01;0;274,18;-3,071
274,23;0,01;0;274,23;-3,071
274,28;0,01;0;274,28;-3,071
274,33;0,01;0;274,33;-3,071
274,38;0,01;0;274,38;-3,071
274,43;0,01;0;274,43;-3,071
274,48;0,01;0;274,48;-3,071
274,53;0,01;0;274,53;-3,071
274,58;0,01;0;274,58;-3,071
274,63;0,01;0;274,63;-3,071
274,68;0,01;0;274,68;-3,071
274,73;0,01;0;274,73;-3,071
274,78;0,01;0;274,78;-3,071
274,83;0,01;0;274,83;-3,071
274,88;0,01;0;274,88;-3,071
274,93;0,01;0;274,93;-3,071
274,98;0,01;0;274,98;-3,071
275,03;0,01;0;275,03;-3,071
275,08;0,01;0;275,08;-3,071
275,13;0,01;0;275,13;-3,071
275,18;0,01;0;275,18;-3,071
275,23;0,01;0;275,23;-3,071
275,28;0,01;0;275,28;-3,071
275,33;0,01;0;275,33;-3,071
275,38;0,01;0;275,38;-3,071
275,43;0,01;0;275,43;-3,071
275,48;0,01;0;275,48;-3,071
275,53;0,01;0;275,53;-3,071
275,58;0,01;0;275,58;-3,071
275,63;0,01;0;275,63;-3,071
275,68;0,01;0;275,68;-3,071
275,73;0,01;0;275,73;-3,071
275,78;0,01;0;275,78;-3,071
275,83;0,01;0;275,83;-3,071
275,88;0,01;0;275,88;-3,071
275,93;0,01;0;275,93;-3,071
275,98;0,01;0;275,98;-3,071
276,03;0,01;0;276,03;-3,071
276,08;0,01;0;276,08;-3,071
276,13;0,01;0;276,13;-3,071
276,18;0,01;0;276,18;-3,071
276,23;0,01;0;276,23;-3,071
276,28;0,01;0;276,28;-3,071
276,33;0,01;0;276,33;-3,071
276,38;0,01;0;276,38;-3,071
276,43;0,01;0;276,43;-3,071
276,48;0,01;0;276,48;-3,071
276,53;0,01;0;276,53;-3,071
276,58;0,01;0;276,58;-3,071
276,63;0,02;-0,1;276,63;-3,071
276,68;0,01;-0,1;276,68;-3,071
276,73;0,01;0;276,73;-3,071
276,78;0,01;0;276,78;-3,071
276,83;0,01;0;276,83;-3,071
276,88;0,01;0;276,88;-3,071
276,93;0,01;0;276,93;-3,071
276,98;0,01;0;276,98;-3,071
277,03;0,01;-0,1;277,03;-3,071
277,08;0,01;0;277,08;-3,071
277,13;0,01;0;277,13;-3,071
277,18;0,01;0;277,18;-3,071
277,23;0,01;0;277,23;-3,071
277,28;0,01;0;277,28;-3,071
277,33;0,01;0;277,33;-3,071
277,38;0,01;0;277,38;-3,071
277,43;0,01;0;277,43;-3,071
277,48;0,01;0;277,48;-3,071
277,53;0,01;0;277,53;-3,071
277,58;0,01;0;277,58;-3,071
277,63;0,01;0;277,63;-3,071
277,68;0,01;0;277,68;-3,071
277,73;0,01;0;277,73;-3,071
277,78;0,01;0;277,78;-3,071
277,83;0,01;0;277,83;-3,071
277,88;0,01;0;277,88;-3,071
277,93;0,01;0;277,93;-3,071
277,98;0,01;0;277,98;-3,071
278,03;0,01;0;278,03;-3,071
278,08;0,01;0;278,08;-3,071
278,13;0,01;0;278,13;-3,071
278,18;0,01;0;278,18;-3,071
278,23;0,01;0;278,23;-3,071
278,28;0,01;0;278,28;-3,071
278,33;0,01;0;278,33;-3,071
278,38;0,01;0;278,38;-3,071
278,43;0,01;0;278,43;-3,071
278,48;0,02;0;278,48;-3,071
278,53;0,01;-0,1;278,53;-3,071
278,58;0,01;0;278,58;-3,071
278,63;0,01;0;278,63;-3,071
278,68;0,01;0;278,68;-3,071
278,73;0,01;0;278,73;-3,071
278,78;0,01;0,1;278,78;-3,071
278,83;0,01;0;278,83;-3,071
278,88;0,01;0;278,88;-3,071
278,93;0,01;0;278,93;-3,071
278,98;0,01;0;278,98;-3,071
279,03;0,01;0;279,03;-3,071
279,08;0,01;0;279,08;-3,071
279,13;0,01;0;279,13;-3,071
279,18;0,01;0;279,18;-3,071
279,23;0,01;0;279,23;-3,071
279,28;0,01;0;279,28;-3,071
279,33;0,01;0;279,33;-3,071
279,38;0,01;0;279,38;-3,071
279,43;0,01;0;279,43;-3,071
279,48;0,02;0;279,48;-3,071
279,53;0,01;-0,1;279,53;-3,071
279,58;0,01;0;279,58;-3,071
279,63;0,01;0;279,63;-3,071
279,68;0,01;0;279,68;-3,071
279,73;0,01;0;279,73;-3,071
279,78;0,01;0;279,78;-3,071
279,83;0,01;0;279,83;-3,071
279,88;0,01;0;279,88;-3,071
279,93;0,01;0;279,93;-3,071
279,98;0,01;0;279,98;-3,071
280,03;0,01;0;280,03;-3,071
280,08;0,01;0;280,08;-3,071
280,13;0,01;0;280,13;-3,071
280,18;0,01;0;280,18;-3,071
280,23;0,01;0;280,23;-3,071
280,28;0,01;0;280,28;-3,071
280,33;0,01;0;280,33;-3,071
280,38;0,01;0;280,38;-3,071
280,43;0,01;0;280,43;-3,071
280,48;0,01;0;280,48;-3,071
280,53;0,02;0;280,53;-3,071
280,58;0,01;-0,1;280,58;-3,071
280,63;0,01;0;280,63;-3,071
280,68;0,01;0;280,68;-3,071
280,73;0,01;0;280,73;-3,071
280,78;0,01;0;280,78;-3,071
280,83;0,01;0;280,83;-3,071
280,88;0,01;0;280,88;-3,071
280,93;0,01;0;280,93;-3,071
280,98;0,01;0;280,98;-3,071
281,03;0,01;0;281,03;-3,071
281,08;0,01;0;281,08;-3,071
281,13;0,01;0;281,13;-3,071
281,18;0,01;0;281,18;-3,071
281,23;0,01;0;281,23;-3,071
281,28;0,01;0;281,28;-3,071
281,33;0,01;0;281,33;-3,071
281,38;0,01;0;281,38;-3,071
281,43;0,01;0;281,43;-3,071
281,48;0,01;0;281,48;-3,071
281,53;0,01;0;281,53;-3,071
281,58;0,01;0;281,58;-3,071
281,63;0,02;0;281,63;-3,071
281,68;0,01;-0,1;281,68;-3,071
281,73;0,01;0;281,73;-3,071
281,78;0,01;0;281,78;-3,071
281,83;0,01;0;281,83;-3,071
281,88;0,01;0;281,88;-3,071
281,93;0,01;0;281,93;-3,071
281,98;0,01;0;281,98;-3,071
282,03;0,01;0;282,03;-3,071
282,08;0,01;0;282,08;-3,071
282,13;0,01;0;282,13;-3,071
282,18;0,01;0;282,18;-3,071
282,23;0,01;0;282,23;-3,071
282,28;0,01;-0,1;282,28;-3,071
282,33;0;-0,3;282,33;-3,071
282,38;-0,02;-0,5;282,38;-3,071
282,43;-0,04;-0,8;282,43;-3,071
282,48;-0,09;-1,1;282,48;-3,071
282,53;-0,16;-1,4;282,53;-3,071
282,58;-0,23;-1,6;282,58;-3,071
282,63;-0,31;-1,7;282,63;-3,071
282,68;-0,4;-1,8;282,68;-3,071
282,73;-0,5;-1,9;282,73;-3,071
282,78;-0,59;-2;282,78;-3,071
282,83;-0,7;-2,2;282,83;-3,071
282,88;-0,81;-2,2;282,88;-3,071
282,93;-0,92;-2,1;282,93;-3,071
282,98;-1,02;-2;282,98;-3,071
283,03;-1,11;-1,8;283,03;-3,071
283,08;-1,2;-1,6;283,08;-3,071
283,13;-1,27;-1,3;283,13;-3,071
283,18;-1,33;-1;283,18;-3,071
283,23;-1,36;-0,7;283,23;-3,071
283,28;-1,39;-0,4;283,28;-3,071
283,33;-1,41;-0,3;283,33;-3,071
283,38;-1,42;-0,2;283,38;-3,071
283,43;-1,43;-0,2;283,43;-3,071
283,48;-1,44;-0,1;283,48;-3,071
283,53;-1,44;0;283,53;-3,071
283,58;-1,44;0;283,58;-3,071
283,63;-1,44;0;283,63;-3,071
283,68;-1,44;0;283,68;-3,071
283,73;-1,44;0;283,73;-3,071
283,78;-1,44;0;283,78;-3,071
283,83;-1,44;0;283,83;-3,071
283,88;-1,44;0;283,88;-3,071
283,93;-1,44;0;283,93;-3,071
283,98;-1,44;0;283,98;-3,071
284,03;-1,44;0;284,03;-3,071
284,08;-1,44;0;284,08;-3,071
284,13;-1,44;0;284,13;-3,071
284,18;-1,44;0;284,18;-3,071
284,23;-1,44;0;284,23;-3,071
284,28;-1,44;0;284,28;-3,071
284,33;-1,44;0;284,33;-3,071
284,38;-1,44;0;284,38;-3,071
284,43;-1,44;0;284,43;-3,071
284,48;-1,44;0;284,48;-3,071
284,53;-1,44;0;284,53;-3,071
284,58;-1,44;0;284,58;-3,071
284,63;-1,44;0;284,63;-3,071
284,68;-1,44;0;284,68;-3,071
284,73;-1,44;0;284,73;-3,071
284,78;-1,44;0;284,78;-3,071
284,83;-1,44;0;284,83;-3,071
284,88;-1,44;0;284,88;-3,071
284,93;-1,44;0;284,93;-3,071
284,98;-1,44;0,1;284,98;-3,071
285,03;-1,43;0,7;285,03;-3,071
285,08;-1,38;1,4;285,08;-3,071
285,13;-1,29;2,1;285,13;-3,071
285,18;-1,17;2,7;285,18;-3,071
285,23;-1,02;3,2;285,23;-3,071
285,28;-0,85;3,6;285,28;-3,071
285,33;-0,66;3,9;285,33;-3,071
285,38;-0,46;4;285,38;-3,071
285,43;-0,26;4;285,43;-3,071
285,48;-0,06;3,9;285,48;-3,071
285,53;0,13;3,8;285,53;-3,071
285,58;0,31;3,6;285,58;-3,071
285,63;0,49;3,4;285,63;-3,071
285,68;0,66;3,1;285,68;-3,071
285,73;0,81;2,8;285,73;-3,071
285,78;0,93;2,2;285,78;-3,071
285,83;1,03;1,6;285,83;-3,071
285,88;1,1;1,1;285,88;-3,071
285,93;1,13;0,4;285,93;-3,071
285,98;1,14;-0,2;285,98;-3,071
286,03;1,11;-0,8;286,03;-3,071
286,08;1,06;-1,4;286,08;-3,071
286,13;0,97;-1,9;286,13;-3,071
286,18;0,87;-2,2;286,18;-3,071
286,23;0,75;-2,5;286,23;-3,071
286,28;0,62;-2,7;286,28;-3,071
286,33;0,48;-2,8;286,33;-3,071
286,38;0,33;-2,9;286,38;-3,071
286,43;0,19;-2,8;286,43;-3,071
286,48;0,05;-2,8;286,48;-3,071
286,53;-0,08;-2,7;286,53;-3,071
286,58;-0,22;-2,5;286,58;-3,071
286,63;-0,34;-2,3;286,63;-3,071
286,68;-0,45;-2,1;286,68;-3,071
286,73;-0,55;-1,8;286,73;-3,071
286,78;-0,63;-1,4;286,78;-3,071
286,83;-0,69;-1;286,83;-3,071
286,88;-0,73;-0,6;286,88;-3,071
286,93;-0,75;-0,2;286,93;-3,071
286,98;-0,75;0,2;286,98;-3,071
287,03;-0,73;0,6;287,03;-3,071
287,08;-0,69;0,9;287,08;-3,071
287,13;-0,64;1,3;287,13;-3,071
287,18;-0,57;1,6;287,18;-3,071
287,23;-0,48;1,7;287,23;-3,071
287,28;-0,39;1,9;287,28;-3,071
287,33;-0,29;2;287,33;-3,071
287,38;-0,19;2;287,38;-3,071
287,43;-0,09;2;287,43;-3,071
287,48;0,01;2;287,48;-3,071
287,53;0,1;1,9;287,53;-3,071
287,58;0,2;1,8;287,58;-3,071
287,63;0,28;1,6;287,63;-3,071
287,68;0,36;1,4;287,68;-3,071
287,73;0,43;1,2;287,73;-3,071
287,78;0,48;0,9;287,78;-3,071
287,83;0,52;0,7;287,83;-3,071
287,88;0,55;0,4;287,88;-3,071
287,93;0,56;0,1;287,93;-3,071
287,98;0,56;-0,1;287,98;-3,071
288,03;0,55;-0,4;288,03;-3,071
288,08;0,52;-0,6;288,08;-3,071
288,13;0,48;-0,9;288,13;-3,071
288,18;0,44;-1,1;288,18;-3,071
288,23;0,38;-1,2;288,23;-3,071
288,28;0,31;-1,3;288,28;-3,071
288,33;0,25;-1,4;288,33;-3,071
288,38;0,17;-1,4;288,38;-3,071
288,43;0,1;-1,4;288,43;-3,071
288,48;0,03;-1,4;288,48;-3,071
288,53;-0,04;-1,4;288,53;-3,071
288,58;-0,11;-1,3;288,58;-3,071
288,63;-0,17;-1,2;288,63;-3,071
288,68;-0,22;-1;288,68;-3,071
288,73;-0,27;-0,9;288,73;-3,071
288,78;-0,31;-0,7;288,78;-3,071
288,83;-0,34;-0,5;288,83;-3,071
288,88;-0,36;-0,3;288,88;-3,071
288,93;-0,37;-0,1;288,93;-3,071
288,98;-0,37;0,1;288,98;-3,071
289,03;-0,36;0,3;289,03;-3,071
289,08;-0,34;0,4;289,08;-3,071
289,13;-0,32;0,6;289,13;-3,071
289,18;-0,29;0,7;289,18;-3,071
289,23;-0,24;0,8;289,23;-3,071
289,28;-0,2;0,9;289,28;-3,071
289,33;-0,15;1;289,33;-3,071
289,38;-0,1;1;289,38;-3,071
289,43;-0,05;1;289,43;-3,071
289,48;0;1;289,48;-3,071
289,53;0,04;1;289,53;-3,071
289,58;0,09;0,9;289,58;-3,071
289,63;0,13;0,8;289,63;-3,071
289,68;0,17;0,7;289,68;-3,071
289,73;0,21;0,6;289,73;-3,071
289,78;0,24;0,5;289,78;-3,071
289,83;0,25;0,3;289,83;-3,071
289,88;0,27;0,3;289,88;-3,071
289,93;0,28;0,1;289,93;-3,071
289,98;0,28;0;289,98;-3,071
290,03;0,28;-0,1;290,03;-3,071
290,08;0,27;-0,3;290,08;-3,071
290,13;0,25;-0,4;290,13;-3,071
290,18;0,22;-0,5;290,18;-3,071
290,23;0,2;-0,6;290,23;-3,071
290,28;0,17;-0,6;290,28;-3,071
290,33;0,14;-0,7;290,33;-3,071
290,38;0,1;-0,7;290,38;-3,071
290,43;0,07;-0,7;290,43;-3,071
290,48;0,03;-0,7;290,48;-3,071
290,53;0;-0,7;290,53;-3,071
290,58;-0,04;-0,6;290,58;-3,071
290,63;-0,06;-0,6;290,63;-3,071
290,68;-0,09;-0,5;290,68;-3,071
290,73;-0,12;-0,4;290,73;-3,071
290,78;-0,14;-0,4;290,78;-3,071
290,83;-0,16;-0,3;290,83;-3,071
290,88;-0,16;-0,1;290,88;-3,071
290,93;-0,17;-0,1;290,93;-3,071
290,98;-0,17;0;290,98;-3,071
291,03;-0,17;0,1;291,03;-3,071
291,08;-0,16;0,2;291,08;-3,071
291,13;-0,15;0,2;291,13;-3,071
291,18;-0,14;0,3;291,18;-3,071
291,23;-0,12;0,4;291,23;-3,071
291,28;-0,1;0,4;291,28;-3,071
291,33;-0,08;0,5;291,33;-3,071
291,38;-0,05;0,5;291,38;-3,071
291,43;-0,03;0,5;291,43;-3,071
291,48;0;0,5;291,48;-3,071
291,53;0,02;0,5;291,53;-3,071
291,58;0,04;0,4;291,58;-3,071
291,63;0,06;0,4;291,63;-3,071
291,68;0,08;0,4;291,68;-3,071
291,73;0,1;0,3;291,73;-3,071
291,78;0,11;0,2;291,78;-3,071
291,83;0,12;0,2;291,83;-3,071
291,88;0,13;0,1;291,88;-3,071
291,93;0,14;0,1;291,93;-3,071
291,98;0,14;0;291,98;-3,071
292,03;0,14;0;292,03;-3,071
292,08;0,14;-0,1;292,08;-3,071
292,13;0,13;-0,2;292,13;-3,071
292,18;0,12;-0,2;292,18;-3,071
292,23;0,1;-0,3;292,23;-3,071
292,28;0,09;-0,3;292,28;-3,071
292,33;0,08;-0,3;292,33;-3,071
292,38;0,06;-0,3;292,38;-3,071
292,43;0,04;-0,3;292,43;-3,071
292,48;0,03;-0,3;292,48;-3,071
292,53;0,01;-0,3;292,53;-3,071
292,58;0;-0,3;292,58;-3,071
292,63;-0,02;-0,3;292,63;-3,071
292,68;-0,03;-0,2;292,68;-3,071
292,73;-0,04;-0,2;292,73;-3,071
292,78;-0,05;-0,2;292,78;-3,071
292,83;-0,06;-0,2;292,83;-3,071
292,88;-0,07;-0,1;292,88;-3,071
292,93;-0,07;0;292,93;-3,071
292,98;-0,07;0;292,98;-3,071
293,03;-0,07;0;293,03;-3,071
293,08;-0,07;0;293,08;-3,071
293,13;-0,07;0,1;293,13;-3,071
293,18;-0,06;0,2;293,18;-3,071
293,23;-0,05;0,2;293,23;-3,071
293,28;-0,04;0,2;293,28;-3,071
293,33;-0,03;0,2;293,33;-3,071
293,38;-0,02;0,2;293,38;-3,071
293,43;-0,01;0,2;293,43;-3,071
293,48;0;0,2;293,48;-3,071
293,53;0,01;0,2;293,53;-3,071
293,58;0,02;0,2;293,58;-3,071
293,63;0,03;0,2;293,63;-3,071
293,68;0,04;0,2;293,68;-3,071
293,73;0,05;0,2;293,73;-3,071
293,78;0,06;0,1;293,78;-3,071
293,83;0,06;0,1;293,83;-3,071
293,88;0,06;0,1;293,88;-3,071
293,93;0,07;0,1;293,93;-3,071
293,98;0,07;0;293,98;-3,071
294,03;0,07;-0,1;294,03;-3,071
294,08;0,07;0;294,08;-3,071
294,13;0,07;0;294,13;-3,071
294,18;0,06;-0,1;294,18;-3,071
294,23;0,06;-0,1;294,23;-3,071
294,28;0,05;-0,1;294,28;-3,071
294,33;0,04;-0,1;294,33;-3,071
294,38;0,04;-0,2;294,38;-3,071
294,43;0,03;-0,2;294,43;-3,071
294,48;0,02;-0,1;294,48;-3,071
294,53;0,02;-0,1;294,53;-3,071
294,58;0,01;-0,1;294,58;-3,071
294,63;0;-0,1;294,63;-3,071
294,68;-0,01;-0,1;294,68;-3,071
294,73;-0,01;-0,1;294,73;-3,071
294,78;-0,01;-0,1;294,78;-3,071
294,83;-0,02;-0,1;294,83;-3,071
294,88;-0,02;0;294,88;-3,071
294,93;-0,02;0;294,93;-3,071
294,98;-0,02;0;294,98;-3,071
295,03;-0,02;0;295,03;-3,071
295,08;-0,02;0;295,08;-3,071
295,13;-0,02;0;295,13;-3,071
295,18;-0,02;0;295,18;-3,071
295,23;-0,02;0,1;295,23;-3,071
295,28;-0,01;0,1;295,28;-3,071
295,33;-0,01;0,1;295,33;-3,071
295,38;-0,01;0,1;295,38;-3,071
295,43;0;0,1;295,43;-3,071
295,48;0;0,1;295,48;-3,071
295,53;0,01;0,1;295,53;-3,071
295,58;0,01;0,1;295,58;-3,071
295,63;0,02;0,1;295,63;-3,071
295,68;0,02;0,1;295,68;-3,071
295,73;0,02;0,1;295,73;-3,071
295,78;0,03;0;295,78;-3,071
295,83;0,03;0;295,83;-3,071
295,88;0,03;0,1;295,88;-3,071
295,93;0,03;0;295,93;-3,071
295,98;0,04;0;295,98;-3,071
296,03;0,03;0;296,03;-3,071
296,08;0,04;0;296,08;-3,071
296,13;0,03;0;296,13;-3,071
296,18;0,03;0;296,18;-3,071
296,23;0,03;0;296,23;-3,071
296,28;0,03;0;296,28;-3,071
296,33;0,03;0;296,33;-3,071
296,38;0,02;0;296,38;-3,071
296,43;0,02;0;296,43;-3,071
296,48;0,02;-0,1;296,48;-3,071
296,53;0,02;0;296,53;-3,071
296,58;0,01;0;296,58;-3,071
296,63;0,01;0;296,63;-3,071
296,68;0,01;-0,1;296,68;-3,071
296,73;0,01;-0,1;296,73;-3,071
296,78;0;0;296,78;-3,071
296,83;0;0;296,83;-3,071
296,88;0;0;296,88;-3,071
296,93;0;0;296,93;-3,071
296,98;0;0;296,98;-3,071
297,03;0;0;297,03;-3,071
297,08;0;0;297,08;-3,071
297,13;0;0;297,13;-3,071
297,18;0;0;297,18;-3,071
297,23;0;0;297,23;-3,071
297,28;0;0;297,28;-3,071
297,33;0;0;297,33;-3,071
297,38;0;0;297,38;-3,071
297,43;0,01;0;297,43;-3,071
297,48;0,01;0;297,48;-3,071
297,53;0,01;0;297,53;-3,071
297,58;0,01;0;297,58;-3,071
297,63;0,01;0;297,63;-3,071
